1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
320, private, terralith:ashen_savanna, MONSTER, minecraft:spider, 80, 4, 4
321, private, terralith:ashen_savanna, MONSTER, minecraft:zombie, 80, 4, 4
322, private, terralith:ashen_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
323, private, terralith:ashen_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
324, private, terralith:ashen_savanna, MONSTER, minecraft:creeper, 80, 4, 4
325, private, terralith:ashen_savanna, MONSTER, minecraft:slime, 80, 4, 4
326, private, terralith:ashen_savanna, MONSTER, minecraft:witch, 5, 1, 1
327, private, terralith:ashen_savanna, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
328, private, terralith:ashen_savanna, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
329, private, terralith:ashen_savanna, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
330, private, terralith:ashen_savanna, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
331, private, terralith:ashen_savanna, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
332, private, terralith:ashen_savanna, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
333, private, terralith:ashen_savanna, MONSTER, tconstruct:earth_slime, 80, 2, 4
334, private, terralith:ashen_savanna, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
335, private, terralith:ashen_savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
336, private, terralith:ashen_savanna, MONSTER, tconstruct:sky_slime, 80, 2, 4
337, private, terralith:ashen_savanna, MONSTER, majruszsdifficulty:tank, 5, 1, 1
338, private, terralith:ashen_savanna, CREATURE, minecraft:sheep, 12, 4, 4
339, private, terralith:ashen_savanna, CREATURE, minecraft:pig, 10, 4, 4
340, private, terralith:ashen_savanna, CREATURE, minecraft:chicken, 10, 4, 4
341, private, terralith:ashen_savanna, CREATURE, minecraft:cow, 8, 4, 4
342, private, terralith:ashen_savanna, CREATURE, minecraft:horse, 5, 1, 3
343, private, terralith:ashen_savanna, CREATURE, minecraft:donkey, 5, 1, 1
344, private, terralith:ashen_savanna, CREATURE, minecraft:llama, 8, 2, 2
345, private, terralith:ashen_savanna, CREATURE, naturalist:boar, 15, 4, 4
346, private, terralith:ashen_savanna, CREATURE, naturalist:cardinal, 8, 1, 4
347, private, terralith:ashen_savanna, CREATURE, naturalist:elephant, 10, 2, 3
348, private, terralith:ashen_savanna, CREATURE, naturalist:finch, 8, 1, 4
349, private, terralith:ashen_savanna, CREATURE, distantfriends:friend, 20, 1, 2
350, private, terralith:ashen_savanna, CREATURE, naturalist:giraffe, 10, 2, 4
351, private, terralith:ashen_savanna, CREATURE, naturalist:hippo, 15, 3, 4
352, private, terralith:ashen_savanna, CREATURE, naturalist:lion, 8, 3, 5
353, private, terralith:ashen_savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
354, private, terralith:ashen_savanna, CREATURE, naturalist:rattlesnake, 5, 1, 1
355, private, terralith:ashen_savanna, CREATURE, naturalist:rhino, 15, 1, 3
356, private, terralith:ashen_savanna, CREATURE, naturalist:snail, 5, 1, 3
357, private, terralith:ashen_savanna, CREATURE, naturalist:vulture, 15, 2, 4
358, private, terralith:ashen_savanna, CREATURE, naturalist:zebra, 10, 2, 3
359, private, terralith:ashen_savanna, AMBIENT, minecraft:bat, 10, 8, 8
360, private, terralith:ashen_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
361, private, terralith:ashen_savanna, WATER_AMBIENT, tide:bass, 10, 2, 3
362, private, terralith:ashen_savanna, WATER_AMBIENT, tide:bluegill, 10, 2, 3
363, private, terralith:ashen_savanna, WATER_AMBIENT, tide:guppy, 10, 2, 4
364, private, terralith:ashen_savanna, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
365, private, terralith:ashen_savanna, WATER_AMBIENT, tide:pike, 8, 2, 2
366, private, terralith:ashen_savanna, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
367, private, terralith:ashen_savanna, RASCALS, friendsandfoes:rascal, 5, 1, 1
368, private, paradise_lost:autumnal_tundra, MONSTER, paradise_lost:envoy, 50, 1, 3
369, private, paradise_lost:autumnal_tundra, CREATURE, paradise_lost:moa, 6, 5, 13
370, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
371, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
372, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
373, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
374, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
375, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
376, badlands, minecraft:badlands, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
377, badlands, minecraft:badlands, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 4
378, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
379, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
380, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
381, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
382, badlands, minecraft:badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
383, badlands, minecraft:badlands, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
384, badlands, minecraft:badlands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
385, badlands, minecraft:badlands, MONSTER, tconstruct:earth_slime, 80, 2, 4
386, badlands, minecraft:badlands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
387, badlands, minecraft:badlands, MONSTER, tconstruct:sky_slime, 80, 2, 4
388, badlands, minecraft:badlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
389, badlands, minecraft:badlands, CREATURE, distantfriends:friend, 20, 1, 2
390, badlands, minecraft:badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
391, badlands, minecraft:badlands, CREATURE, naturalist:rattlesnake, 5, 1, 1
392, badlands, minecraft:badlands, CREATURE, naturalist:vulture, 15, 2, 4
393, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
394, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
395, badlands, minecraft:badlands, WATER_AMBIENT, tide:bass, 10, 2, 3
396, badlands, minecraft:badlands, WATER_AMBIENT, tide:bluegill, 10, 2, 3
397, badlands, minecraft:badlands, WATER_AMBIENT, tide:guppy, 10, 2, 4
398, badlands, minecraft:badlands, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
399, badlands, minecraft:badlands, WATER_AMBIENT, tide:pike, 8, 2, 2
400, badlands, minecraft:badlands, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
401, badlands, minecraft:badlands, RASCALS, friendsandfoes:rascal, 5, 1, 1
402, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
403, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
404, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
405, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
406, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
407, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 10, 1, 4
408, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
409, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 5, 1, 1
410, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
411, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
412, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
413, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
414, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
415, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
416, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
417, jungle, minecraft:bamboo_jungle, MONSTER, tconstruct:earth_slime, 80, 2, 4
418, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
419, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
420, jungle, minecraft:bamboo_jungle, MONSTER, tconstruct:sky_slime, 80, 2, 4
421, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:tank, 5, 1, 1
422, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
423, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
424, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
425, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 8, 4, 4
426, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
427, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
428, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
429, jungle, minecraft:bamboo_jungle, CREATURE, naturalist:coral_snake, 5, 1, 1
430, jungle, minecraft:bamboo_jungle, CREATURE, distantfriends:friend, 20, 1, 2
431, jungle, minecraft:bamboo_jungle, CREATURE, naturalist:hippo, 15, 3, 4
432, jungle, minecraft:bamboo_jungle, CREATURE, naturalist:lizard, 15, 1, 2
433, jungle, minecraft:bamboo_jungle, CREATURE, ydms_redpanda:redpanda, 20, 1, 3
434, jungle, minecraft:bamboo_jungle, CREATURE, naturalist:tortoise, 6, 1, 3
435, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
436, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
437, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, tide:bass, 10, 2, 3
438, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, tide:bluegill, 10, 2, 3
439, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, tide:guppy, 10, 2, 4
440, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
441, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, tide:pike, 8, 2, 2
442, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
443, jungle, minecraft:bamboo_jungle, RASCALS, friendsandfoes:rascal, 5, 1, 1
444, private, terralith:basalt_cliffs, MONSTER, minecraft:spider, 80, 4, 4
445, private, terralith:basalt_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
446, private, terralith:basalt_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
447, private, terralith:basalt_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
448, private, terralith:basalt_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
449, private, terralith:basalt_cliffs, MONSTER, minecraft:slime, 80, 4, 4
450, private, terralith:basalt_cliffs, MONSTER, minecraft:enderman, 10, 1, 4
451, private, terralith:basalt_cliffs, MONSTER, minecraft:witch, 5, 1, 1
452, private, terralith:basalt_cliffs, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
453, private, terralith:basalt_cliffs, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
454, private, terralith:basalt_cliffs, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
455, private, terralith:basalt_cliffs, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
456, private, terralith:basalt_cliffs, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
457, private, terralith:basalt_cliffs, MONSTER, tconstruct:earth_slime, 80, 2, 4
458, private, terralith:basalt_cliffs, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
459, private, terralith:basalt_cliffs, MONSTER, tconstruct:sky_slime, 80, 2, 4
460, private, terralith:basalt_cliffs, MONSTER, majruszsdifficulty:tank, 5, 1, 1
461, private, terralith:basalt_cliffs, CREATURE, distantfriends:friend, 20, 1, 2
462, private, terralith:basalt_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
463, private, terralith:basalt_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
464, private, terralith:basalt_cliffs, WATER_AMBIENT, tide:bass, 10, 2, 3
465, private, terralith:basalt_cliffs, WATER_AMBIENT, tide:bluegill, 10, 2, 3
466, private, terralith:basalt_cliffs, WATER_AMBIENT, tide:guppy, 10, 2, 4
467, private, terralith:basalt_cliffs, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
468, private, terralith:basalt_cliffs, WATER_AMBIENT, tide:pike, 8, 2, 2
469, private, terralith:basalt_cliffs, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
470, private, terralith:basalt_cliffs, RASCALS, friendsandfoes:rascal, 5, 1, 1
471, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
472, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
473, nether, minecraft:basalt_deltas, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
474, nether, minecraft:basalt_deltas, MONSTER, betternether:naga, 8, 3, 5
475, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 5, 1, 4
476, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
477, nether, minecraft:basalt_deltas, AMBIENT, betternether:firefly, 5, 1, 3
478, nether, minecraft:basalt_deltas, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
479, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
480, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
481, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
482, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
483, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
484, beach, minecraft:beach, MONSTER, minecraft:enderman, 10, 1, 4
485, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
486, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
487, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
488, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
489, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
490, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
491, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
492, beach, minecraft:beach, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
493, beach, minecraft:beach, MONSTER, tconstruct:earth_slime, 80, 2, 4
494, beach, minecraft:beach, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
495, beach, minecraft:beach, MONSTER, tconstruct:sky_slime, 80, 2, 4
496, beach, minecraft:beach, MONSTER, majruszsdifficulty:tank, 5, 1, 1
497, beach, minecraft:beach, CREATURE, minecraft:turtle, 5, 2, 5
498, beach, minecraft:beach, CREATURE, naturalist:coral_snake, 5, 1, 1
499, beach, minecraft:beach, CREATURE, friendsandfoes:crab, 14, 2, 4
500, beach, minecraft:beach, CREATURE, distantfriends:friend, 20, 1, 2
501, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
502, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
503, beach, minecraft:beach, WATER_AMBIENT, tide:barracuda, 8, 2, 2
504, beach, minecraft:beach, WATER_AMBIENT, tide:mackerel, 10, 2, 3
505, beach, minecraft:beach, WATER_AMBIENT, tide:ocean_perch, 10, 2, 3
506, beach, minecraft:beach, WATER_AMBIENT, tide:tuna, 10, 2, 3
507, beach, minecraft:beach, RASCALS, friendsandfoes:rascal, 5, 1, 1
508, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
509, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
510, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
511, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
512, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
513, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
514, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
515, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
516, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
517, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
518, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
519, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
520, forest, minecraft:birch_forest, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
521, forest, minecraft:birch_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
522, forest, minecraft:birch_forest, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
523, forest, minecraft:birch_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
524, forest, minecraft:birch_forest, MONSTER, majruszsdifficulty:tank, 5, 1, 1
525, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 2, 2
526, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 2, 2
527, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 8, 2, 2
528, forest, minecraft:birch_forest, CREATURE, naturalist:bear, 8, 1, 2
529, forest, minecraft:birch_forest, CREATURE, naturalist:boar, 15, 4, 4
530, forest, minecraft:birch_forest, CREATURE, naturalist:butterfly, 20, 3, 5
531, forest, minecraft:birch_forest, CREATURE, naturalist:cardinal, 8, 1, 4
532, forest, minecraft:birch_forest, CREATURE, naturalist:deer, 8, 1, 3
533, forest, minecraft:birch_forest, CREATURE, naturalist:finch, 8, 1, 4
534, forest, minecraft:birch_forest, CREATURE, minecraft:fox, 6, 2, 4
535, forest, minecraft:birch_forest, CREATURE, distantfriends:friend, 20, 1, 2
536, forest, minecraft:birch_forest, CREATURE, naturalist:lizard, 15, 1, 2
537, forest, minecraft:birch_forest, CREATURE, minecraft:rabbit, 6, 2, 3
538, forest, minecraft:birch_forest, CREATURE, naturalist:robin, 8, 1, 4
539, forest, minecraft:birch_forest, CREATURE, naturalist:snail, 5, 1, 3
540, forest, minecraft:birch_forest, CREATURE, naturalist:snake, 5, 1, 1
541, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
542, forest, minecraft:birch_forest, AMBIENT, naturalist:firefly, 80, 2, 3
543, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
544, forest, minecraft:birch_forest, WATER_AMBIENT, tide:bass, 10, 2, 3
545, forest, minecraft:birch_forest, WATER_AMBIENT, tide:bluegill, 10, 2, 3
546, forest, minecraft:birch_forest, WATER_AMBIENT, tide:catfish, 8, 2, 2
547, forest, minecraft:birch_forest, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
548, forest, minecraft:birch_forest, WATER_AMBIENT, tide:pike, 8, 2, 2
549, forest, minecraft:birch_forest, WATER_AMBIENT, tide:trout, 10, 2, 3
550, forest, minecraft:birch_forest, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
551, forest, minecraft:birch_forest, RASCALS, friendsandfoes:rascal, 5, 1, 1
552, forest, terralith:birch_taiga, MONSTER, minecraft:spider, 80, 4, 4
553, forest, terralith:birch_taiga, MONSTER, minecraft:zombie, 80, 4, 4
554, forest, terralith:birch_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
555, forest, terralith:birch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
556, forest, terralith:birch_taiga, MONSTER, minecraft:slime, 80, 4, 4
557, forest, terralith:birch_taiga, MONSTER, minecraft:enderman, 10, 1, 4
558, forest, terralith:birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
559, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
560, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
561, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
562, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
563, forest, terralith:birch_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
564, forest, terralith:birch_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
565, forest, terralith:birch_taiga, MONSTER, tconstruct:earth_slime, 80, 2, 4
566, forest, terralith:birch_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
567, forest, terralith:birch_taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
568, forest, terralith:birch_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
